workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded
user_1189,There is no arm on one side,36V4Q8R5ZMTVG620BPS532M24GMMQE,61,50c446295496eca73542594e05cedc89,chair,ShapeNet,part_3_removed_50c446295496eca73542594e05cedc89,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_50c446295496eca73542594e05cedc89,chair/ShapeNet/50c446295496eca73542594e05cedc89,TRUE,chair,chair,0,"['there', 'is', 'no', 'arm', 'on', 'one', 'side']",7,there is no arm on one side,train,test,train,test,"[1, 15, 7, 123, 517, 20, 19, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1845,The chair has no arm rests,3TR2532VIRNC5GDVTJ1FH5DU0LYJ6T,26,501b15f5ff2152e5f7628281ecb18112,chair,ShapeNet,part_3_removed_501b15f5ff2152e5f7628281ecb18112,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_501b15f5ff2152e5f7628281ecb18112,chair/ShapeNet/501b15f5ff2152e5f7628281ecb18112,FALSE,chair,chair,3,"['the', 'chair', 'has', 'no', 'arm', 'rests']",6,the chair has no arm rests,train,test,train,test,"[1, 10, 2251, 24, 123, 517, 540, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_2046,The target does not have legs,3IXEICO794C6JJ905DFJJB03YLGT6V,155,4e15234057b863dc659dda512294c744,chair,ShapeNet,part_2_removed_4e15234057b863dc659dda512294c744,chair,ShapeNet,FALSE,segmented_chair/part_2_removed/part_2_removed_4e15234057b863dc659dda512294c744,chair/ShapeNet/4e15234057b863dc659dda512294c744,FALSE,chair,chair,2,"['the', 'target', 'does', 'not', 'have', 'legs']",6,the target does not have legs,train,test,train,test,"[1, 10, 11, 39, 40, 84, 547, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1389,The target does not have arms,3I2PTA7R3VN0QI2XQDFPOPUYFGTQKP,50,4c668aab2c49f9ac9bf4d6e8e41d9e5b,chair,ShapeNet,part_3_removed_4c668aab2c49f9ac9bf4d6e8e41d9e5b,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_4c668aab2c49f9ac9bf4d6e8e41d9e5b,chair/ShapeNet/4c668aab2c49f9ac9bf4d6e8e41d9e5b,FALSE,chair,chair,3,"['the', 'target', 'does', 'not', 'have', 'arms']",6,the target does not have arms,train,test,train,test,"[1, 10, 11, 39, 40, 84, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_354,It does not have a seat cushion,3OS46CRSLHSLWBDPA8FYKTOOV7H6VB,114,497f67c006770b9f94e98ee4fdfd7464,chair,ShapeNet,part_1_removed_497f67c006770b9f94e98ee4fdfd7464,chair,ShapeNet,FALSE,segmented_chair/part_1_removed/part_1_removed_497f67c006770b9f94e98ee4fdfd7464,chair/ShapeNet/497f67c006770b9f94e98ee4fdfd7464,TRUE,chair,chair,1,"['it', 'does', 'not', 'have', 'a', 'seat', 'cushion']",7,it does not have a seat cushion,train,test,train,test,"[1, 23, 39, 40, 84, 26, 2255, 2256, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1123,There are no arm rests,3K9FOBBF2JCQ7R7NVLZ9ZVC8ZY7NLK,167,497f67c006770b9f94e98ee4fdfd7464,chair,ShapeNet,part_3_removed_497f67c006770b9f94e98ee4fdfd7464,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_497f67c006770b9f94e98ee4fdfd7464,chair/ShapeNet/497f67c006770b9f94e98ee4fdfd7464,TRUE,chair,chair,2,"['there', 'are', 'no', 'arm', 'rests']",5,there are no arm rests,train,test,train,test,"[1, 15, 16, 123, 517, 540, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_618,The chair has no arm support.,333U7HK6IB8BQPSA369TNBNMH46DJU,810,497f67c006770b9f94e98ee4fdfd7464,chair,ShapeNet,part_3_removed_497f67c006770b9f94e98ee4fdfd7464,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_497f67c006770b9f94e98ee4fdfd7464,chair/ShapeNet/497f67c006770b9f94e98ee4fdfd7464,FALSE,chair,chair,3,"['the', 'chair', 'has', 'no', 'arm', 'support']",6,the chair has no arm support,train,test,train,test,"[1, 10, 2251, 24, 123, 517, 843, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1740,It has no arms.,3ON104KXQMPKWD9GHURF9XNO6N8W4H,55,482afdc2ddc5546f764d42eddc669b23,chair,ShapeNet,part_3_removed_482afdc2ddc5546f764d42eddc669b23,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_482afdc2ddc5546f764d42eddc669b23,chair/ShapeNet/482afdc2ddc5546f764d42eddc669b23,FALSE,chair,chair,1,"['it', 'has', 'no', 'arms']",4,it has no arms,train,test,train,test,"[1, 23, 24, 123, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_591,There are no armrests,3OCHAWUVGQDKZF39CRAHIXQRC9VKXB,147,47cd848a5584867b1e8791c225564ae0,chair,ShapeNet,part_3_removed_47cd848a5584867b1e8791c225564ae0,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_47cd848a5584867b1e8791c225564ae0,chair/ShapeNet/47cd848a5584867b1e8791c225564ae0,FALSE,chair,chair,0,"['there', 'are', 'no', 'armrests']",4,there are no armrests,train,test,train,test,"[1, 15, 16, 123, 2271, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1546,It does not have arms,3DR23U6WE77AWY2FBVYHVZSGFGRETI,72,46363a10e242999c69d8d5b35c38db0d,chair,ShapeNet,part_3_removed_46363a10e242999c69d8d5b35c38db0d,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_46363a10e242999c69d8d5b35c38db0d,chair/ShapeNet/46363a10e242999c69d8d5b35c38db0d,TRUE,chair,chair,1,"['it', 'does', 'not', 'have', 'arms']",5,it does not have arms,train,test,train,test,"[1, 23, 39, 40, 84, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1389,The target does not have legs that connect to the arms,3SB4CE2TJXOEN2UN00XSOJNV7WBAXU,93,46363a10e242999c69d8d5b35c38db0d,chair,ShapeNet,part_2_removed_46363a10e242999c69d8d5b35c38db0d,chair,ShapeNet,FALSE,segmented_chair/part_2_removed/part_2_removed_46363a10e242999c69d8d5b35c38db0d,chair/ShapeNet/46363a10e242999c69d8d5b35c38db0d,FALSE,chair,chair,4,"['the', 'target', 'does', 'not', 'have', 'legs', 'that', 'connect', 'to', 'the', 'arms']",11,the target does not have legs that connect to the arms,train,test,train,test,"[1, 10, 11, 39, 40, 84, 547, 172, 392, 58, 10, 2232, 2, 0, 0, 0, 0, 0]"
user_757,there are no armrests,3NQL1CS15T1NFVNVGRAQ3K8HUI5YV0,63,4610136087e41261f1d6726679b21945,chair,ShapeNet,part_3_removed_4610136087e41261f1d6726679b21945,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_4610136087e41261f1d6726679b21945,chair/ShapeNet/4610136087e41261f1d6726679b21945,FALSE,chair,chair,3,"['there', 'are', 'no', 'armrests']",4,there are no armrests,train,test,train,test,"[1, 15, 16, 123, 2271, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_203,It does not have a base.,3I7DHKZYGPT0HARL5A0PA171VG05F2,69,45fcbb7812f0c9e729426a0f57e4d15e,lamp,ShapeNet,part_0_removed_45fcbb7812f0c9e729426a0f57e4d15e,lamp,ShapeNet,FALSE,segmented_lamp/part_0_removed/part_0_removed_45fcbb7812f0c9e729426a0f57e4d15e,lamp/ShapeNet/45fcbb7812f0c9e729426a0f57e4d15e,FALSE,lamp,lamp,1,"['it', 'does', 'not', 'have', 'a', 'base']",6,it does not have a base,train,test,train,test,"[1, 23, 39, 40, 84, 26, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1297,the chair has no arms,3M0BCWMB8XP4HCUPW912HBTUGL7WBH,135,450cd2f81b38b6fc7ec728abdd798547,chair,ShapeNet,part_3_removed_450cd2f81b38b6fc7ec728abdd798547,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_450cd2f81b38b6fc7ec728abdd798547,chair/ShapeNet/450cd2f81b38b6fc7ec728abdd798547,FALSE,chair,chair,1,"['the', 'chair', 'has', 'no', 'arms']",5,the chair has no arms,train,test,train,test,"[1, 10, 2251, 24, 123, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_251,There are no arm rests,3V5Q80FXIZKD21S53WXPBLFTOGN32R,49,4179c276ee8dacfc8cbd400aa99bee96,chair,ShapeNet,part_3_removed_4179c276ee8dacfc8cbd400aa99bee96,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_4179c276ee8dacfc8cbd400aa99bee96,chair/ShapeNet/4179c276ee8dacfc8cbd400aa99bee96,FALSE,chair,chair,0,"['there', 'are', 'no', 'arm', 'rests']",5,there are no arm rests,train,test,train,test,"[1, 15, 16, 123, 517, 540, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_354,It has no armrests,3CP1TO84PVUGGGF9HFLIQIDD28P25J,47,40f1e0c4aa317c4d492d9da2668ec34c,chair,ShapeNet,part_3_removed_40f1e0c4aa317c4d492d9da2668ec34c,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_40f1e0c4aa317c4d492d9da2668ec34c,chair/ShapeNet/40f1e0c4aa317c4d492d9da2668ec34c,FALSE,chair,chair,3,"['it', 'has', 'no', 'armrests']",4,it has no armrests,test,test,test,test,"[1, 23, 24, 123, 2271, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1712,it does not have arms,3U5NZHP4LTVOOG0AKFX3BSOWI0KPH4,76,3d57e65ff4cc42df70a7748e958c62a2,chair,ShapeNet,part_3_removed_3d57e65ff4cc42df70a7748e958c62a2,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_3d57e65ff4cc42df70a7748e958c62a2,chair/ShapeNet/3d57e65ff4cc42df70a7748e958c62a2,FALSE,chair,chair,2,"['it', 'does', 'not', 'have', 'arms']",5,it does not have arms,train,test,train,test,"[1, 23, 39, 40, 84, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1885,One end of it has no arm,3QECW5O0KJUA0F9M0U5ER5M32RI5T6,94,3c786ff99885e95c685d4893e4ba8951,chair,ShapeNet,part_3_removed_3c786ff99885e95c685d4893e4ba8951,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_3c786ff99885e95c685d4893e4ba8951,chair/ShapeNet/3c786ff99885e95c685d4893e4ba8951,TRUE,chair,chair,3,"['one', 'end', 'of', 'it', 'has', 'no', 'arm']",7,one end of it has no arm,train,test,train,test,"[1, 19, 74, 38, 23, 24, 123, 517, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_952,it does NOT have a shade shaped like a peanut.,3KB8R4ZV1G08KQ4PH4XKV8756Y0BG0,49,39fcaf51940333b46ab88e9b8b75d248,lamp,ShapeNet,part_1_removed_39fcaf51940333b46ab88e9b8b75d248,lamp,ShapeNet,FALSE,segmented_lamp/part_1_removed/part_1_removed_39fcaf51940333b46ab88e9b8b75d248,lamp/ShapeNet/39fcaf51940333b46ab88e9b8b75d248,FALSE,lamp,lamp,0,"['it', 'does', 'not', 'have', 'a', 'shade', 'shaped', 'like', 'a', 'peanut']",10,it does not have a shade shaped like a peanut,train,test,train,test,"[1, 23, 39, 40, 84, 26, 1873, 14, 35, 26, 1911, 2, 0, 0, 0, 0, 0, 0]"
user_405,There are no arm rests.,3ATPCQ38JA33N7KX5WJU7XU497XAY2,65,36bfb3be47fd957e543087eec55f714,chair,ShapeNet,part_3_removed_36bfb3be47fd957e543087eec55f714,chair,ModelNet,TRUE,segmented_chair/part_3_removed/part_3_removed_36bfb3be47fd957e543087eec55f714,chair/ShapeNet/36bfb3be47fd957e543087eec55f714,FALSE,chair,chair,4,"['there', 'are', 'no', 'arm', 'rests']",5,there are no arm rests,val,test,val,test,"[1, 15, 16, 123, 517, 540, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_203,It does not have a base.,3ZGVPD4G6VA87TTB7ICUG9TYT65TZ2,45,366a93bce1f6f524eaf14273fa406ffc,lamp,ShapeNet,part_0_removed_366a93bce1f6f524eaf14273fa406ffc,lamp,ShapeNet,FALSE,segmented_lamp/part_0_removed/part_0_removed_366a93bce1f6f524eaf14273fa406ffc,lamp/ShapeNet/366a93bce1f6f524eaf14273fa406ffc,TRUE,lamp,lamp,2,"['it', 'does', 'not', 'have', 'a', 'base']",6,it does not have a base,train,test,train,test,"[1, 23, 39, 40, 84, 26, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1644,The chair does not have a back.,384PI804XUUAQ8A6EOUC05UQJYB0S5,48,35053caa62eea36c116cc4e115d5fd2,chair,ShapeNet,part_0_removed_35053caa62eea36c116cc4e115d5fd2,chair,ShapeNet,FALSE,segmented_chair/part_0_removed/part_0_removed_35053caa62eea36c116cc4e115d5fd2,chair/ShapeNet/35053caa62eea36c116cc4e115d5fd2,TRUE,chair,chair,3,"['the', 'chair', 'does', 'not', 'have', 'a', 'back']",7,the chair does not have a back,train,test,train,test,"[1, 10, 2251, 39, 40, 84, 26, 183, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1128,it has no arms,32SVAV9L3H2274N9GBQ4H3YR08EA3C,92,34722e50142652e53a5e6305a3a7adee,chair,ShapeNet,part_3_removed_34722e50142652e53a5e6305a3a7adee,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_34722e50142652e53a5e6305a3a7adee,chair/ShapeNet/34722e50142652e53a5e6305a3a7adee,FALSE,chair,chair,2,"['it', 'has', 'no', 'arms']",4,it has no arms,train,test,train,test,"[1, 23, 24, 123, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_238,The target does not have legs.,3GDTJDAPVW4PA224PVB5HB12ACV8MO,164,3427d2276fb713e5864c004309dc898d,chair,ShapeNet,part_2_removed_3427d2276fb713e5864c004309dc898d,chair,ShapeNet,FALSE,segmented_chair/part_2_removed/part_2_removed_3427d2276fb713e5864c004309dc898d,chair/ShapeNet/3427d2276fb713e5864c004309dc898d,FALSE,chair,chair,0,"['the', 'target', 'does', 'not', 'have', 'legs']",6,the target does not have legs,train,test,train,test,"[1, 10, 11, 39, 40, 84, 547, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_2044,It does not have arms,3JPSL1DZ5US9B8GJYUAJQHWX5RMAND,77,3427d2276fb713e5864c004309dc898d,chair,ShapeNet,part_3_removed_3427d2276fb713e5864c004309dc898d,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_3427d2276fb713e5864c004309dc898d,chair/ShapeNet/3427d2276fb713e5864c004309dc898d,FALSE,chair,chair,3,"['it', 'does', 'not', 'have', 'arms']",5,it does not have arms,train,test,train,test,"[1, 23, 39, 40, 84, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1633,The target has no arm rests.,373ERPL3YQ1Z527KX1IHU6RZU12RTL,58,34108b791e6bc4ec1bb7158ebaf7e1c8,chair,ShapeNet,part_3_removed_34108b791e6bc4ec1bb7158ebaf7e1c8,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_34108b791e6bc4ec1bb7158ebaf7e1c8,chair/ShapeNet/34108b791e6bc4ec1bb7158ebaf7e1c8,FALSE,chair,chair,3,"['the', 'target', 'has', 'no', 'arm', 'rests']",6,the target has no arm rests,train,test,train,test,"[1, 10, 11, 24, 123, 517, 540, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_442,It does not have arms,3I0BTBYZAZE7MUMFDUM1IRIR0OE0Y0,62,33319915ae51cbf33542091189dc62b5,chair,ShapeNet,part_3_removed_33319915ae51cbf33542091189dc62b5,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_33319915ae51cbf33542091189dc62b5,chair/ShapeNet/33319915ae51cbf33542091189dc62b5,FALSE,chair,chair,2,"['it', 'does', 'not', 'have', 'arms']",5,it does not have arms,train,test,train,test,"[1, 23, 39, 40, 84, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_745,no armrests,3WRFBPLXRCH9RNHYPFV939IRZA93NB,80,330d08738230faf0bc78bb6f3ca89e4c,chair,ShapeNet,part_3_removed_330d08738230faf0bc78bb6f3ca89e4c,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_330d08738230faf0bc78bb6f3ca89e4c,chair/ShapeNet/330d08738230faf0bc78bb6f3ca89e4c,FALSE,chair,chair,4,"['no', 'armrests']",2,no armrests,train,test,train,test,"[1, 123, 2271, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_182,There are no arms,31Q0U3WYDR8OEZBWM401JJH419E17Q,75,325f9ca506317aeff2c0658ad22a9a9b,chair,ShapeNet,part_3_removed_325f9ca506317aeff2c0658ad22a9a9b,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_325f9ca506317aeff2c0658ad22a9a9b,chair/ShapeNet/325f9ca506317aeff2c0658ad22a9a9b,FALSE,chair,chair,0,"['there', 'are', 'no', 'arms']",4,there are no arms,train,test,train,test,"[1, 15, 16, 123, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1644,It does not have arms.,3RGU30DZTC1EUJYNGZ8W61AGQMYMJT,42,3010d6ca1b1e8ce3bf54ca9b2f215141,chair,ShapeNet,part_3_removed_3010d6ca1b1e8ce3bf54ca9b2f215141,chair,ModelNet,FALSE,segmented_chair/part_3_removed/part_3_removed_3010d6ca1b1e8ce3bf54ca9b2f215141,chair/ShapeNet/3010d6ca1b1e8ce3bf54ca9b2f215141,FALSE,chair,chair,0,"['it', 'does', 'not', 'have', 'arms']",5,it does not have arms,train,test,train,test,"[1, 23, 39, 40, 84, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_182,there are no arms,3JMSRU9HQKNP9Q64GQYWWHG1C68VEQ,26,2c149e5ab744616f60ac8f16dfbc3b59,chair,ShapeNet,part_3_removed_2c149e5ab744616f60ac8f16dfbc3b59,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_2c149e5ab744616f60ac8f16dfbc3b59,chair/ShapeNet/2c149e5ab744616f60ac8f16dfbc3b59,FALSE,chair,chair,1,"['there', 'are', 'no', 'arms']",4,there are no arms,train,test,train,test,"[1, 15, 16, 123, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1033,No arm support,3EWIJTFFVQ09GP5ODTA7BOQBI8Z0E3,203,2bf05f8a84f0a6f33002761e7a3ba3bd,chair,ShapeNet,part_3_removed_2bf05f8a84f0a6f33002761e7a3ba3bd,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_2bf05f8a84f0a6f33002761e7a3ba3bd,chair/ShapeNet/2bf05f8a84f0a6f33002761e7a3ba3bd,FALSE,chair,chair,4,"['no', 'arm', 'support']",3,no arm support,train,test,train,test,"[1, 123, 517, 843, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_704,It does not have legs.,3BXQMRHWK1RN8Z9HSYCAD3JQRYAUML,96,28210d460a79e323322123314d92e1d,lamp,ShapeNet,part_0_removed_28210d460a79e323322123314d92e1d,lamp,ShapeNet,FALSE,segmented_lamp/part_0_removed/part_0_removed_28210d460a79e323322123314d92e1d,lamp/ShapeNet/28210d460a79e323322123314d92e1d,FALSE,lamp,lamp,1,"['it', 'does', 'not', 'have', 'legs']",5,it does not have legs,train,test,train,test,"[1, 23, 39, 40, 84, 547, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_203,It does not have a canopy.,354GIDR5ZDZAPZQU5MBSQZO68EL009,59,26e6dc505f376ceee6597d391ab6fcc1,lamp,ShapeNet,part_2_removed_26e6dc505f376ceee6597d391ab6fcc1,lamp,ShapeNet,FALSE,segmented_lamp/part_2_removed/part_2_removed_26e6dc505f376ceee6597d391ab6fcc1,lamp/ShapeNet/26e6dc505f376ceee6597d391ab6fcc1,TRUE,lamp,lamp,1,"['it', 'does', 'not', 'have', 'a', 'canopy']",6,it does not have a canopy,train,test,train,test,"[1, 23, 39, 40, 84, 26, 1113, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_626,the lamp does not have a base,30H4UDGLT4BAGU1LBCDG3XWSPZWPM6,66,1a48f00729981afbc01ff6a6aade8d2,lamp,ShapeNet,part_0_removed_1a48f00729981afbc01ff6a6aade8d2,lamp,ShapeNet,FALSE,segmented_lamp/part_0_removed/part_0_removed_1a48f00729981afbc01ff6a6aade8d2,lamp/ShapeNet/1a48f00729981afbc01ff6a6aade8d2,FALSE,lamp,lamp,3,"['the', 'lamp', 'does', 'not', 'have', 'a', 'base']",7,the lamp does not have a base,train,test,train,test,"[1, 10, 295, 39, 40, 84, 26, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1483,the chair has no arms,3NL0RFNU0HGT1DFZSG8CLMTTJCH4K3,92,124ef426dfa0aa38ff6069724068a578,chair,ShapeNet,part_3_removed_124ef426dfa0aa38ff6069724068a578,chair,ShapeNet,FALSE,segmented_chair/part_3_removed/part_3_removed_124ef426dfa0aa38ff6069724068a578,chair/ShapeNet/124ef426dfa0aa38ff6069724068a578,TRUE,chair,chair,3,"['the', 'chair', 'has', 'no', 'arms']",5,the chair has no arms,train,test,train,test,"[1, 10, 2251, 24, 123, 2232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"